Day,Date,Value,Original,Avg005,Avg030,Avg090,Avg180,Avg365
724781,1985-05-20,-127.0,1310.369995,-127.8,-127.97,-127.96,0.0,0.0
724782,1985-05-21,-127.0,1316.079956,-127.6,-127.93,-127.94,0.0,0.0
724783,1985-05-22,-127.0,1308.920044,-127.4,-127.9,-127.93,0.0,0.0
724784,1985-05-23,-128.0,1307.800049,-127.4,-127.9,-127.93,0.0,0.0
724785,1985-05-24,-128.0,1305.670044,-127.4,-127.9,-127.93,0.0,0.0
724786,1985-05-25,-128.0,1305.670044,-127.6,-127.9,-127.93,0.0,0.0
724787,1985-05-26,-128.0,1305.670044,-127.8,-127.9,-127.93,0.0,0.0
724788,1985-05-27,-128.0,1305.670044,-128.0,-127.9,-127.93,0.0,0.0
724789,1985-05-28,-127.0,1312.839966,-127.8,-127.87,-127.92,0.0,0.0
724790,1985-05-29,-127.0,1308.359985,-127.6,-127.83,-127.91,0.0,0.0
724791,1985-05-30,-127.0,1314.180054,-127.4,-127.8,-127.91,0.0,0.0
724792,1985-05-31,-127.0,1320.790039,-127.2,-127.77,-127.91,0.0,0.0
724793,1985-06-01,-127.0,1320.790039,-127.0,-127.73,-127.91,0.0,0.0
724794,1985-06-02,-127.0,1320.790039,-127.0,-127.7,-127.9,0.0,0.0
724795,1985-06-03,-127.0,1325.040039,-127.0,-127.67,-127.89,0.0,0.0
724796,1985-06-04,-127.0,1321.23999,-127.0,-127.63,-127.88,0.0,0.0
724797,1985-06-05,-127.0,1331.77002,-127.0,-127.6,-127.87,0.0,0.0
724798,1985-06-06,-127.0,1330.530029,-127.0,-127.57,-127.86,0.0,0.0
724799,1985-06-07,-127.0,1331.98999,-127.0,-127.53,-127.84,0.0,0.0
724800,1985-06-08,-127.0,1331.98999,-127.0,-127.5,-127.83,0.0,0.0
724801,1985-06-09,-127.0,1331.98999,-127.0,-127.47,-127.82,0.0,0.0
724802,1985-06-10,-127.0,1322.579956,-127.0,-127.43,-127.81,0.0,0.0
724803,1985-06-11,-127.0,1323.810059,-127.0,-127.4,-127.8,0.0,0.0
724804,1985-06-12,-127.0,1318.209961,-127.0,-127.37,-127.79,0.0,0.0
724805,1985-06-13,-127.0,1308.130005,-127.0,-127.33,-127.78,0.0,0.0
724806,1985-06-14,-128.0,1305.439941,-127.2,-127.33,-127.78,0.0,0.0
724807,1985-06-15,-128.0,1305.439941,-127.4,-127.33,-127.78,0.0,0.0
724808,1985-06-16,-128.0,1305.439941,-127.6,-127.33,-127.78,0.0,0.0
724809,1985-06-17,-128.0,1303.98999,-127.8,-127.33,-127.78,0.0,0.0
724810,1985-06-18,-127.0,1312.390015,-127.8,-127.3,-127.77,0.0,0.0
724811,1985-06-19,-127.0,1312.719971,-127.6,-127.3,-127.76,0.0,0.0
724812,1985-06-20,-128.0,1305.439941,-127.6,-127.33,-127.76,0.0,0.0
724813,1985-06-21,-127.0,1326.050049,-127.4,-127.33,-127.74,0.0,0.0
724814,1985-06-22,-127.0,1326.050049,-127.2,-127.3,-127.73,0.0,0.0
724815,1985-06-23,-127.0,1326.050049,-127.2,-127.27,-127.72,0.0,0.0
724816,1985-06-24,-127.0,1326.719971,-127.2,-127.23,-127.71,0.0,0.0
724817,1985-06-25,-127.0,1338.819946,-127.0,-127.2,-127.7,0.0,0.0
724818,1985-06-26,-127.0,1329.189941,-127.0,-127.17,-127.69,0.0,0.0
724819,1985-06-27,-127.0,1338.709961,-127.0,-127.17,-127.68,0.0,0.0
724820,1985-06-28,-127.0,1341.170044,-127.0,-127.17,-127.67,0.0,0.0
724821,1985-06-29,-127.0,1341.170044,-127.0,-127.17,-127.66,0.0,0.0
724822,1985-06-30,-127.0,1341.170044,-127.0,-127.17,-127.64,0.0,0.0
724823,1985-07-01,-127.0,1342.180054,-127.0,-127.17,-127.63,0.0,0.0
724824,1985-07-02,-127.0,1343.75,-127.0,-127.17,-127.62,0.0,0.0
724825,1985-07-03,-127.0,1337.589966,-127.0,-127.17,-127.61,0.0,0.0
724826,1985-07-04,-127.0,1337.589966,-127.0,-127.17,-127.6,0.0,0.0
724827,1985-07-05,-127.0,1340.609985,-127.0,-127.17,-127.59,0.0,0.0
724828,1985-07-06,-127.0,1340.609985,-127.0,-127.17,-127.58,0.0,0.0
724829,1985-07-07,-127.0,1340.609985,-127.0,-127.17,-127.57,0.0,0.0
724830,1985-07-08,-127.0,1336.469971,-127.0,-127.17,-127.56,0.0,0.0
724831,1985-07-09,-127.0,1333.670044,-127.0,-127.17,-127.54,0.0,0.0
724832,1985-07-10,-127.0,1336.810059,-127.0,-127.17,-127.53,0.0,0.0
724833,1985-07-11,-127.0,1343.640015,-127.0,-127.17,-127.52,0.0,0.0
724834,1985-07-12,-127.0,1345.98999,-127.0,-127.17,-127.51,0.0,0.0
724835,1985-07-13,-127.0,1345.98999,-127.0,-127.17,-127.5,0.0,0.0
724836,1985-07-14,-127.0,1345.98999,-127.0,-127.13,-127.49,0.0,0.0
724837,1985-07-15,-127.0,1347.670044,-127.0,-127.1,-127.48,0.0,0.0
724838,1985-07-16,-127.0,1351.930054,-127.0,-127.07,-127.47,0.0,0.0
724839,1985-07-17,-127.0,1365.930054,-127.0,-127.03,-127.46,0.0,0.0
724840,1985-07-18,-127.0,1363.26001,-127.0,-127.03,-127.44,0.0,0.0
724841,1985-07-19,-127.0,1363.349976,-127.0,-127.03,-127.43,0.0,0.0
724842,1985-07-20,-127.0,1363.349976,-127.0,-127.0,-127.42,0.0,0.0
724843,1985-07-21,-127.0,1363.349976,-127.0,-127.0,-127.41,0.0,0.0
724844,1985-07-22,-127.0,1362.119995,-127.0,-127.0,-127.4,0.0,0.0
724845,1985-07-23,-127.0,1372.199951,-127.0,-127.0,-127.39,0.0,0.0
724846,1985-07-24,-127.0,1359.209961,-127.0,-127.0,-127.38,0.0,0.0
724847,1985-07-25,-127.0,1359.880005,-127.0,-127.0,-127.37,0.0,0.0
724848,1985-07-26,-127.0,1365.589966,-127.0,-127.0,-127.36,0.0,0.0
724849,1985-07-27,-127.0,1365.589966,-127.0,-127.0,-127.34,-127.66,0.0
724850,1985-07-28,-127.0,1365.589966,-127.0,-127.0,-127.33,-127.65,0.0
724851,1985-07-29,-127.0,1358.089966,-127.0,-127.0,-127.32,-127.64,0.0
724852,1985-07-30,-127.0,1352.599976,-127.0,-127.0,-127.31,-127.64,0.0
724853,1985-07-31,-127.0,1357.410034,-127.0,-127.0,-127.3,-127.63,0.0
724854,1985-08-01,-127.0,1361.900024,-127.0,-127.0,-127.29,-127.63,0.0
724855,1985-08-02,-127.0,1360.099976,-127.0,-127.0,-127.28,-127.62,0.0
724856,1985-08-03,-127.0,1360.099976,-127.0,-127.0,-127.27,-127.62,0.0
724857,1985-08-04,-127.0,1360.099976,-127.0,-127.0,-127.26,-127.61,0.0
724858,1985-08-05,-127.0,1352.709961,-127.0,-127.0,-127.24,-127.61,0.0
724859,1985-08-06,-127.0,1350.02002,-127.0,-127.0,-127.23,-127.6,0.0
724860,1985-08-07,-127.0,1331.209961,-127.0,-127.0,-127.22,-127.59,0.0
724861,1985-08-08,-127.0,1334.790039,-127.0,-127.0,-127.21,-127.59,0.0
724862,1985-08-09,-127.0,1331.880005,-127.0,-127.0,-127.2,-127.58,0.0
724863,1985-08-10,-127.0,1331.880005,-127.0,-127.0,-127.19,-127.58,0.0
724864,1985-08-11,-127.0,1331.880005,-127.0,-127.0,-127.18,-127.57,0.0
724865,1985-08-12,-127.0,1324.369995,-127.0,-127.0,-127.17,-127.57,0.0
724866,1985-08-13,-127.0,1325.48999,-127.0,-127.0,-127.16,-127.56,0.0
724867,1985-08-14,-127.0,1326.050049,-127.0,-127.0,-127.14,-127.56,0.0
724868,1985-08-15,-127.0,1324.709961,-127.0,-127.0,-127.13,-127.55,0.0
724869,1985-08-16,-127.0,1321.569946,-127.0,-127.0,-127.12,-127.54,0.0
724870,1985-08-17,-127.0,1321.569946,-127.0,-127.0,-127.11,-127.54,0.0
724871,1985-08-18,-127.0,1321.569946,-127.0,-127.0,-127.11,-127.53,0.0
724872,1985-08-19,-127.0,1319.219971,-127.0,-127.0,-127.11,-127.53,0.0
724873,1985-08-20,-127.0,1328.069946,-127.0,-127.0,-127.11,-127.52,0.0
724874,1985-08-21,-127.0,1333.670044,-127.0,-127.0,-127.1,-127.52,0.0
724875,1985-08-22,-127.0,1334.680054,-127.0,-127.0,-127.09,-127.51,0.0
724876,1985-08-23,-127.0,1322.920044,-127.0,-127.0,-127.08,-127.51,0.0
724877,1985-08-24,-127.0,1322.920044,-127.0,-127.0,-127.07,-127.5,0.0
724878,1985-08-25,-127.0,1322.920044,-127.0,-127.0,-127.06,-127.49,0.0
724879,1985-08-26,-127.0,1324.26001,-127.0,-127.0,-127.06,-127.49,0.0
724880,1985-08-27,-127.0,1328.630005,-127.0,-127.0,-127.06,-127.48,0.0
724881,1985-08-28,-127.0,1334.790039,-127.0,-127.0,-127.06,-127.48,0.0
724882,1985-08-29,-127.0,1340.050049,-127.0,-127.0,-127.06,-127.48,0.0
724883,1985-08-30,-127.0,1342.410034,-127.0,-127.0,-127.06,-127.48,0.0
724884,1985-08-31,-127.0,1342.410034,-127.0,-127.0,-127.06,-127.48,0.0
724885,1985-09-01,-127.0,1342.410034,-127.0,-127.0,-127.06,-127.47,0.0
724886,1985-09-02,-127.0,1342.410034,-127.0,-127.0,-127.06,-127.47,0.0
724887,1985-09-03,-127.0,1337.140015,-127.0,-127.0,-127.06,-127.46,0.0
724888,1985-09-04,-127.0,1334.119995,-127.0,-127.0,-127.06,-127.46,0.0
724889,1985-09-05,-127.0,1333.0,-127.0,-127.0,-127.06,-127.45,0.0
724890,1985-09-06,-127.0,1341.400024,-127.0,-127.0,-127.06,-127.44,0.0
724891,1985-09-07,-127.0,1341.400024,-127.0,-127.0,-127.06,-127.44,0.0
724892,1985-09-08,-127.0,1341.400024,-127.0,-127.0,-127.06,-127.43,0.0
724893,1985-09-09,-127.0,1348.22998,-127.0,-127.0,-127.06,-127.43,0.0
724894,1985-09-10,-127.0,1346.550049,-127.0,-127.0,-127.06,-127.42,0.0
724895,1985-09-11,-127.0,1334.01001,-127.0,-127.0,-127.06,-127.42,0.0
724896,1985-09-12,-127.0,1327.400024,-127.0,-127.0,-127.04,-127.41,0.0
724897,1985-09-13,-127.0,1320.119995,-127.0,-127.0,-127.03,-127.41,0.0
724898,1985-09-14,-127.0,1320.119995,-127.0,-127.0,-127.02,-127.4,0.0
724899,1985-09-15,-127.0,1320.119995,-127.0,-127.0,-127.01,-127.39,0.0
724900,1985-09-16,-127.0,1315.75,-127.0,-127.0,-127.01,-127.39,0.0
724901,1985-09-17,-127.0,1314.52002,-127.0,-127.0,-127.01,-127.38,0.0
724902,1985-09-18,-128.0,1307.569946,-127.2,-127.03,-127.01,-127.38,0.0
724903,1985-09-19,-127.0,1312.949951,-127.2,-127.03,-127.01,-127.38,0.0
724904,1985-09-20,-127.0,1313.400024,-127.2,-127.03,-127.01,-127.37,0.0
724905,1985-09-21,-127.0,1313.400024,-127.2,-127.03,-127.01,-127.37,0.0
724906,1985-09-22,-127.0,1313.400024,-127.2,-127.03,-127.01,-127.36,0.0
724907,1985-09-23,-127.0,1323.589966,-127.0,-127.03,-127.01,-127.36,0.0
724908,1985-09-24,-127.0,1334.569946,-127.0,-127.03,-127.01,-127.35,0.0
724909,1985-09-25,-127.0,1330.199951,-127.0,-127.03,-127.01,-127.34,0.0
724910,1985-09-26,-127.0,1325.27002,-127.0,-127.03,-127.01,-127.34,0.0
724911,1985-09-27,-127.0,1325.27002,-127.0,-127.03,-127.01,-127.33,0.0
724912,1985-09-28,-127.0,1325.27002,-127.0,-127.03,-127.01,-127.33,0.0
724913,1985-09-29,-127.0,1325.27002,-127.0,-127.03,-127.01,-127.32,0.0
724914,1985-09-30,-127.0,1336.810059,-127.0,-127.03,-127.01,-127.32,0.0
724915,1985-10-01,-127.0,1343.969971,-127.0,-127.03,-127.01,-127.31,0.0
724916,1985-10-02,-127.0,1351.589966,-127.0,-127.03,-127.01,-127.31,0.0
724917,1985-10-03,-127.0,1345.430054,-127.0,-127.03,-127.01,-127.3,0.0
724918,1985-10-04,-127.0,1335.01001,-127.0,-127.03,-127.01,-127.29,0.0
724919,1985-10-05,-127.0,1335.01001,-127.0,-127.03,-127.01,-127.29,0.0
724920,1985-10-06,-127.0,1335.01001,-127.0,-127.03,-127.01,-127.28,0.0
724921,1985-10-07,-127.0,1335.910034,-127.0,-127.03,-127.01,-127.28,0.0
724922,1985-10-08,-127.0,1333.890015,-127.0,-127.03,-127.01,-127.27,0.0
724923,1985-10-09,-127.0,1336.810059,-127.0,-127.03,-127.01,-127.27,0.0
724924,1985-10-10,-127.0,1333.329956,-127.0,-127.03,-127.01,-127.26,0.0
724925,1985-10-11,-127.0,1343.410034,-127.0,-127.03,-127.01,-127.26,0.0
724926,1985-10-12,-127.0,1343.410034,-127.0,-127.03,-127.01,-127.25,0.0
724927,1985-10-13,-127.0,1343.410034,-127.0,-127.03,-127.01,-127.24,0.0
724928,1985-10-14,-127.0,1356.180054,-127.0,-127.03,-127.01,-127.24,0.0
724929,1985-10-15,-127.0,1364.140015,-127.0,-127.03,-127.01,-127.23,0.0
724930,1985-10-16,-127.0,1371.300049,-127.0,-127.03,-127.01,-127.23,0.0
724931,1985-10-17,-127.0,1378.359985,-127.0,-127.03,-127.01,-127.22,0.0
724932,1985-10-18,-127.0,1383.400024,-127.0,-127.0,-127.01,-127.22,0.0
724933,1985-10-19,-127.0,1383.400024,-127.0,-127.0,-127.01,-127.21,0.0
724934,1985-10-20,-127.0,1383.400024,-127.0,-127.0,-127.01,-127.21,0.0
724935,1985-10-21,-127.0,1375.670044,-127.0,-127.0,-127.01,-127.2,0.0
724936,1985-10-22,-127.0,1374.660034,-127.0,-127.0,-127.01,-127.19,0.0
724937,1985-10-23,-127.0,1373.430054,-127.0,-127.0,-127.01,-127.19,0.0
724938,1985-10-24,-127.0,1374.550049,-127.0,-127.0,-127.01,-127.18,0.0
724939,1985-10-25,-127.0,1366.709961,-127.0,-127.0,-127.01,-127.18,0.0
724940,1985-10-26,-127.0,1366.709961,-127.0,-127.0,-127.01,-127.17,0.0
724941,1985-10-27,-127.0,1366.709961,-127.0,-127.0,-127.01,-127.17,0.0
724942,1985-10-28,-127.0,1364.02002,-127.0,-127.0,-127.01,-127.16,0.0
724943,1985-10-29,-127.0,1377.689941,-127.0,-127.0,-127.01,-127.16,0.0
724944,1985-10-30,-127.0,1384.630005,-127.0,-127.0,-127.01,-127.15,0.0
724945,1985-10-31,-127.0,1383.599976,-127.0,-127.0,-127.01,-127.14,0.0
724946,1985-11-01,-127.0,1393.579956,-127.0,-127.0,-127.01,-127.14,0.0
724947,1985-11-02,-127.0,1393.579956,-127.0,-127.0,-127.01,-127.13,0.0
724948,1985-11-03,-127.0,1393.579956,-127.0,-127.0,-127.01,-127.13,0.0
724949,1985-11-04,-127.0,1398.51001,-127.0,-127.0,-127.01,-127.12,0.0
724950,1985-11-05,-127.0,1402.52002,-127.0,-127.0,-127.01,-127.12,0.0
724951,1985-11-06,-127.0,1411.01001,-127.0,-127.0,-127.01,-127.11,0.0
724952,1985-11-07,-127.0,1410.109985,-127.0,-127.0,-127.01,-127.11,0.0
724953,1985-11-08,-127.0,1410.439941,-127.0,-127.0,-127.01,-127.1,0.0
724954,1985-11-09,-127.0,1410.439941,-127.0,-127.0,-127.01,-127.09,0.0
724955,1985-11-10,-127.0,1410.439941,-127.0,-127.0,-127.01,-127.09,0.0
724956,1985-11-11,-126.0,1432.569946,-126.8,-126.97,-127.0,-127.08,0.0
724957,1985-11-12,-126.0,1446.099976,-126.6,-126.93,-126.99,-127.07,0.0
724958,1985-11-13,-126.0,1439.790039,-126.4,-126.9,-126.98,-127.06,0.0
724959,1985-11-14,-126.0,1443.810059,-126.2,-126.87,-126.97,-127.04,0.0
724960,1985-11-15,-126.0,1450.569946,-126.0,-126.83,-126.96,-127.03,0.0
724961,1985-11-16,-126.0,1450.569946,-126.0,-126.8,-126.94,-127.03,0.0
724962,1985-11-17,-126.0,1450.569946,-126.0,-126.77,-126.93,-127.02,0.0
724963,1985-11-18,-126.0,1447.25,-126.0,-126.73,-126.92,-127.02,0.0
724964,1985-11-19,-126.0,1452.180054,-126.0,-126.7,-126.91,-127.01,0.0
724965,1985-11-20,-126.0,1451.48999,-126.0,-126.67,-126.9,-126.99,0.0
724966,1985-11-21,-126.0,1466.060059,-126.0,-126.63,-126.89,-126.98,0.0
724967,1985-11-22,-126.0,1475.569946,-126.0,-126.6,-126.88,-126.97,0.0
724968,1985-11-23,-126.0,1475.569946,-126.0,-126.57,-126.87,-126.96,0.0
724969,1985-11-24,-126.0,1475.569946,-126.0,-126.53,-126.86,-126.96,0.0
724970,1985-11-25,-126.0,1467.089966,-126.0,-126.5,-126.84,-126.95,0.0
724971,1985-11-26,-126.0,1470.069946,-126.0,-126.47,-126.83,-126.94,0.0
724972,1985-11-27,-126.0,1483.829956,-126.0,-126.43,-126.82,-126.94,0.0
724973,1985-11-28,-126.0,1483.829956,-126.0,-126.4,-126.81,-126.93,0.0
724974,1985-11-29,-126.0,1486.930054,-126.0,-126.37,-126.8,-126.93,0.0
724975,1985-11-30,-126.0,1486.930054,-126.0,-126.33,-126.79,-126.92,0.0
724976,1985-12-01,-126.0,1486.930054,-126.0,-126.3,-126.78,-126.92,0.0
724977,1985-12-02,-126.0,1476.26001,-126.0,-126.27,-126.77,-126.91,0.0
724978,1985-12-03,-126.0,1466.400024,-126.0,-126.23,-126.76,-126.91,0.0
724979,1985-12-04,-126.0,1488.76001,-126.0,-126.2,-126.74,-126.9,0.0
724980,1985-12-05,-126.0,1504.01001,-126.0,-126.17,-126.73,-126.89,0.0
724981,1985-12-06,-126.0,1488.300049,-126.0,-126.13,-126.72,-126.89,0.0
724982,1985-12-07,-126.0,1488.300049,-126.0,-126.1,-126.71,-126.88,0.0
724983,1985-12-08,-126.0,1488.300049,-126.0,-126.07,-126.7,-126.88,0.0
724984,1985-12-09,-126.0,1504.130005,-126.0,-126.03,-126.69,-126.87,0.0
724985,1985-12-10,-126.0,1514.910034,-126.0,-126.0,-126.68,-126.87,0.0
